id,name,brand,address.addr1,address.city,address.region,address.country,latitude,longitude,check_in_at,check_in,check_out_at,check_out,event,nights,sale_price,taxes,total_price,url
e9c660f4-59bd-4d7f-8945-31f7a83014cb,Kimpton EPIC Hotel,InterContinental Hotels Group PLC,270 Biscayne Boulevard Way,Miami,FL,US,25.770991,-80.189312,3/25/2023 0:00,"Sat, Mar 25",3/26/2023 20:00,"Sun, Mar 26",Ultra Music Festival Miami,1,1044,339,1383,https://www.gohoken.com/hotels/e9c660f4-59bd-4d7f-8945-31f7a83014cb/365f8699-2aef-4c43-a739-c8be333e91a3
1887ae3c-85eb-402c-beac-0015243aae69,Kimpton Hotel Palomar South Beach,InterContinental Hotels Group PLC,1750 Alton Rd,Miami Beach,FL,US,25.792684,-80.141681,3/25/2023 0:00,"Sat, Mar 25",3/27/2023 19:00,"Mon, Mar 27",Ultra Music Festival Miami,2,613,322,1548,https://www.gohoken.com/hotels/1887ae3c-85eb-402c-beac-0015243aae69/365f8699-2aef-4c43-a739-c8be333e91a3
9469a082-8fe2-4d76-9790-3a3ee2b5af92,Crowne Plaza Suites Arlington,InterContinental Hotels Group PLC,2700 E Lamar Blvd,Arlington,TX,US,32.76454,-97.08778,4/1/2023 23:00,"Sat, Apr 1",4/2/2023 20:00,"Sun, Apr 2",The Eras Tour Taylor Swift Arlington,1,269,47,316,https://www.gohoken.com/hotels/9469a082-8fe2-4d76-9790-3a3ee2b5af92/0d9cf7e3-92f3-4536-89b2-c0dbd6770b47
f998bccb-22eb-4ba1-805b-38bc322342e1,Kimpton Rowan Palm Springs,InterContinental Hotels Group PLC,100 W. Tahquitz Canyon Way,Palm Springs,CA,US,33.823183,-116.546983,4/14/2023 1:00,"Fri, Apr 14",4/16/2023 20:00,"Sun, Apr 16","Festival Season in Coachella, CA",2,1287,788,3362,https://www.gohoken.com/hotels/f998bccb-22eb-4ba1-805b-38bc322342e1/52035d4a-4c3c-4a98-b2b1-aff85df91d2d
08cfcecd-3800-4d5c-bb36-4bac3bb2e9b8,Hotel Indigo Athens Downtown,InterContinental Hotels Group PLC,500 College Ave,Athens,GA,US,33.962325,-83.376302,4/21/2023 23:00,"Fri, Apr 21",4/23/2023 19:00,"Sun, Apr 23",Athens Twilight,2,464,149,1077,https://www.gohoken.com/hotels/08cfcecd-3800-4d5c-bb36-4bac3bb2e9b8/4f81cc44-0ccb-427b-8ca8-fad295eefcf6
c1dd1e5d-f6b5-4d5e-be89-1b2329ce85e9,"Holiday Inn Louisville Airport - Fair/Expo, an IHG Hotel",InterContinental Hotels Group PLC,447 Farmington Ave,Louisville,KY,US,38.20169,-85.75198,7/17/2023 23:00,"Mon, Jul 17",7/18/2023 20:00,"Tue, Jul 18",Beyonce Renaissance World Tour Louisville,1,184,26,210,https://www.gohoken.com/hotels/c1dd1e5d-f6b5-4d5e-be89-1b2329ce85e9/41f19b67-bb93-4292-b746-33a27d234b59
1df0de40-ad71-431b-a5be-66b866640484,Holiday Inn St. Paul Downtown,InterContinental Hotels Group PLC,175 7th St W,St Paul,MN,US,44.944415,-93.103432,7/31/2023 0:00,"Mon, Jul 31",7/31/2023 19:00,"Mon, Jul 31",The Celebration Tour Madonna St Paul ,1,243,36,279,https://www.gohoken.com/hotels/1df0de40-ad71-431b-a5be-66b866640484/69d9233a-7638-4f4e-a103-df074a366f31
8be572fd-89fc-4fef-9656-cc70d2e82047,Marriott at the University of Dayton,Marriott,1414 S Patterson Blvd,Dayton,OH,US,39.737225,-84.191345,3/14/2023 23:00,"Tue, Mar 14",3/15/2023 20:00,"Wed, Mar 15",NCAA First Four,1,220,44,264,https://www.gohoken.com/hotels/8be572fd-89fc-4fef-9656-cc70d2e82047/709de21c-a1f1-4879-9b38-82ee0d51f6fb
8be572fd-89fc-4fef-9656-cc70d2e82047,Marriott at the University of Dayton,Marriott,1414 S Patterson Blvd,Dayton,OH,US,39.737225,-84.191345,3/14/2023 23:00,"Tue, Mar 14",3/16/2023 20:00,"Thu, Mar 16",NCAA First Four,2,274,87,635,https://www.gohoken.com/hotels/8be572fd-89fc-4fef-9656-cc70d2e82047/709de21c-a1f1-4879-9b38-82ee0d51f6fb
322e0860-47b6-4a3e-b3e7-f9eee14d0724,The Westin Birmingham,Marriott,2221 Richard Arrington Jr Blvd N,Birmingham,AL,US,33.52558,-86.80849,3/17/2023 0:00,"Fri, Mar 17",3/18/2023 19:00,"Sat, Mar 18",NCAA First/Second Rounds Birmingham,1,329,121,450,https://www.gohoken.com/hotels/322e0860-47b6-4a3e-b3e7-f9eee14d0724/54a12f87-ab24-4cd3-b3f6-fcea86b5462e
e0c1fb46-20e5-4cd9-8a1b-1237f6660049,Sheraton Birmingham Hotel,Marriott,2101 Richard Arrington Jr Blvd N,Birmingham,AL,US,33.524595,-86.809745,3/17/2023 0:00,"Fri, Mar 17",3/18/2023 19:00,"Sat, Mar 18",NCAA First/Second Rounds Birmingham,1,329,121,450,https://www.gohoken.com/hotels/e0c1fb46-20e5-4cd9-8a1b-1237f6660049/54a12f87-ab24-4cd3-b3f6-fcea86b5462e
fbee6cc0-b220-46f2-8e26-1f968c7fa040,Marriott Orlando Downtown,Marriott,400 W Livingston St,Orlando,FL,US,28.54687,-81.384295,3/17/2023 0:00,"Fri, Mar 17",3/18/2023 19:00,"Sat, Mar 18",NCAA First/Second Rounds Orlando,1,499,124,623,https://www.gohoken.com/hotels/fbee6cc0-b220-46f2-8e26-1f968c7fa040/66c44d87-92d9-400a-914a-2d90379feba7
03b4d0ae-ceb4-409d-b406-45d625661cc5,Renaissance Des Moines Savery Hotel,Marriott,401 Locust St,Des Moines,IA,US,41.58752,-93.6231,3/17/2023 0:00,"Fri, Mar 17",3/18/2023 20:00,"Sat, Mar 18",NCAA First/Second Rounds Des Moines,1,259,62,321,https://www.gohoken.com/hotels/03b4d0ae-ceb4-409d-b406-45d625661cc5/9224337d-5dce-46f5-9446-f6060a9b2720
322e0860-47b6-4a3e-b3e7-f9eee14d0724,The Westin Birmingham,Marriott,2221 Richard Arrington Jr Blvd N,Birmingham,AL,US,33.52558,-86.80849,3/17/2023 0:00,"Fri, Mar 17",3/19/2023 19:00,"Sun, Mar 19",NCAA First/Second Rounds Birmingham,2,369,202,940,https://www.gohoken.com/hotels/322e0860-47b6-4a3e-b3e7-f9eee14d0724/54a12f87-ab24-4cd3-b3f6-fcea86b5462e
e0c1fb46-20e5-4cd9-8a1b-1237f6660049,Sheraton Birmingham Hotel,Marriott,2101 Richard Arrington Jr Blvd N,Birmingham,AL,US,33.524595,-86.809745,3/17/2023 0:00,"Fri, Mar 17",3/19/2023 19:00,"Sun, Mar 19",NCAA First/Second Rounds Birmingham,2,329,181,839,https://www.gohoken.com/hotels/e0c1fb46-20e5-4cd9-8a1b-1237f6660049/54a12f87-ab24-4cd3-b3f6-fcea86b5462e
fbee6cc0-b220-46f2-8e26-1f968c7fa040,Marriott Orlando Downtown,Marriott,400 W Livingston St,Orlando,FL,US,28.54687,-81.384295,3/17/2023 0:00,"Fri, Mar 17",3/19/2023 19:00,"Sun, Mar 19",NCAA First/Second Rounds Orlando,2,516,193,1225,https://www.gohoken.com/hotels/fbee6cc0-b220-46f2-8e26-1f968c7fa040/66c44d87-92d9-400a-914a-2d90379feba7
